,user_name,topic_ID,post_text
1,raster,112,Try out rutabega as a potato replacement… Try out cream of rice and steel cut oats as alternatives to cream of buckwheat. For breads I would check out teff which is a great baking grain similar to wheat (no gluten). You also likely can tolerate goats milk yogurt/kefir since its not from a cow. You might have to eat more rice products than most people because of buckwheat… -raster
0,mash2100,113,"So the main problem.. well, really the only problem I’ve noticed about soy milk is that it should be avoided since more soy products are genetically modified. However, I have found a brand (Silk) that is non-GMO and is unsweetened (although it would still contain about 1g of sugar per cup). I was wondering if this was all right on the diet?"
1,natorgader,113,I’ve been drinking unsweetened almond certified by the non gmo project. Isn’t there a soy coconut milk or something? I’m trying to get back on course and it’s definately better then drinking hormones etc. id just recommend the so delicious brand of coconut milk but I’m not completely on the diet.
2,TheChosenOne,113,"The main advice against non-GMO soy milk is the fact that it can change your hormones. But I don’t think it’s that big of a deal. Soy milk has the advantage that it can support the bile, so it’s kind of beneficial to drink it in the morning."
0,BeccaJR,114,"Here is a link to one of my first posts regarding my medical history http://www.thecandidadiet.com/forum/yaf_postst10279_Newbie–Advice-Greatly-Appreciated.aspx I tried to keep it as brief as possible while still covering all of my bases. I have been on the ACD for 8 weeks now following Raster’s Strict Diet. After a few days on the diet my energy became non-existent. A nutritionist has told me this is very common on the diet as the diet alone will cause some die off. I began receiving vitamin I.V’s after 2 weeks on the diet and am currently receiving 30g of vit. C weekly. At first the I.V’s made me feel a lot better, but now they have little affect on me. I have had 4 colonics to help flush my system. I have restarted my enemas this past week doing at least 3 a week with chlorella and bentonite. My supplements: -Bentonite -Liquid Vitamin suuplement (naka) -Raw adrenal concentrate (new roots) -Magnesium citrate (now) -L-glutamine However, I am at a standstill. For over 2 weeks now I have been very low functioning. I am hardly able to walk some days, or even talk. I wake up and go to sleep with horrible headaches and sensitivity to light. I have severe pains in my neck and ears and have begun getting chest pains on a regular basis. I have also been feeling very depressed lately. I can’t work or go out or do anything due to my physical health and it is really getting to me mentally, as you can imagine. I do not know if these symptoms are die off or not. My body is very sensitive and I haven’t been able to be strong enough to do a full-throttle Candida cleanse or detox and have been advised against it by my nutritionist because I am weak and have very serious reactions which are unmanageable (neurological symptoms being my biggest struggle). Do you think what I am going through is die off? Perhaps something more? Is there anything else that can be recommended to me? I really need the help and support. This is just getting so frustrating. I took 3 steps forward only to take 10 steps backwards. I have seen naturopathic doctors, nutritionists, iridologists and doctors galore and it feels like this isn’t really going anywhere."
1,dvjorge,114,"BeccaJR;57111 wrote: Here is a link to one of my first posts regarding my medical history http://www.thecandidadiet.com/forum/yaf_postst10279_Newbie–Advice-Greatly-Appreciated.aspx I tried to keep it as brief as possible while still covering all of my bases. I have been on the ACD for 8 weeks now following Raster’s Strict Diet. After a few days on the diet my energy became non-existent. A nutritionist has told me this is very common on the diet as the diet alone will cause some die off. I began receiving vitamin I.V’s after 2 weeks on the diet and am currently receiving 30g of vit. C weekly. At first the I.V’s made me feel a lot better, but now they have little affect on me. I have had 4 colonics to help flush my system. I have restarted my enemas this past week doing at least 3 a week with chlorella and bentonite. My supplements: -Bentonite -Liquid Vitamin suuplement (naka) -Raw adrenal concentrate (new roots) -Magnesium citrate (now) -L-glutamine However, I am at a standstill. For over 2 weeks now I have been very low functioning. I am hardly able to walk some days, or even talk. I wake up and go to sleep with horrible headaches and sensitivity to light. I have severe pains in my neck and ears and have begun getting chest pains on a regular basis. I have also been feeling very depressed lately. I can’t work or go out or do anything due to my physical health and it is really getting to me mentally, as you can imagine. I do not know if these symptoms are die off or not. My body is very sensitive and I haven’t been able to be strong enough to do a full-throttle Candida cleanse or detox and have been advised against it by my nutritionist because I am weak and have very serious reactions which are unmanageable (neurological symptoms being my biggest struggle). Do you think what I am going through is die off? Perhaps something more? Is there anything else that can be recommended to me? I really need the help and support. This is just getting so frustrating. I took 3 steps forward only to take 10 steps backwards. I have seen naturopathic doctors, nutritionists, iridologists and doctors galore and it feels like this isn’t really going anywhere. What kind of antifungal are you taking ?? Jorge."
2,BeccaJR,114,I’m not taking an anti-fungal at this time. I was advised against it because I was already getting so sick from the diet that it might be too much for me.
3,raster,114,"What is your diet like? Are you constipated? How is your sleep? I recommend considering acupuncture and/or trying other supplements. Can you tolerate liver cleansing herbs? I think you are simply adjusting from a high energy diet to a low energy diet. If you consumed foods with certain bad carbs or sugar, you likely would feel a bunch better energy-wise. Chamomile tea is something that I drink instead of coffee. It is antifungal and promotes digestion also. If you steep it longer than 7 minutes then it gives you energy vs. making you sleepy. Certain foods give you a lot of energy. Rutabega, pumpkin, coconut oil, flax, teff, etc. give you a ton of healthy energy. It could come down to you not developing a good enough diet, atleast right now. -raster"
4,BeccaJR,114,"My diet is really good in my opinion. I eat a maximum of 2 eggs per days (they are my main source of protein and they do not constipate me). I eat a variety of vegetables eggplant, rutabaga, celery, onions, zucchini etc. and those are the foundation of my diet. I bake with almond or coconut flour (I don’t eat buckwheat as I haven’t found a good enough source to be certified gluten-free since my Celiac’s is very sensitive). I eat at least a tablespoon of coconut oil per day through cooking or using it raw in smoothies. I also eat at least 2 tablespoons of chia, hemp and flaxseeds daily. I have tested these all and they do not irritate me. Prior to the ACD I was paleo and off of refined sugars for about 10 months. The only sugars I had previously consumed were from fruits, maple syrup or honey (from our own bee hives) and those were eaten minimally. I felt a lot better on the low-carb diet, probably due to grains irritating the Celiacs. At the moment I take a tincture made from Apple Cider Vinegar with fennel seed, orange peel, ginger and dandelion. I also drink a glass of warm water with lemon and this tincture every morning before anything else. I also incorporate teas made from milk thistle, dandelion root and burdock root, but find I can only drink these minimally. If I come on too strong on my liver I get far worse, I think my body is very poisoned. Whenever I used to eat chia seeds I would get sick because I was so toxic, but after doing some enemas I was able to eat them. I am not constipated and have about 4 bm’s per day thanks to taking magnesium citrate. Also I sleep like a rock. Wake up in the morning not feeling rested at all though. If I could I would sleep all day."
5,lolcandida,114,"If eggs are your main protein source you should be eating at least 6 per day, more like 10. Elaborate more on your diet it is very possible you are just malnourished. Your symptoms do not sound like die off which you should not really be happening much from a good diet change you should notice a decrease in symptoms not an increase. Die off mainly occurs immediately after or shortly following intake of an anti fungal and should not last multiple days."
6,NorwayDude,114,"Hi Becca! Candidiasis is a very difficult topic. And I’ve been struggling with this for 5-6 years by now. And sometimes its been real intense. They say Candidiasis ( candida ) does not produce so much symptoms in males as in females, because of basic physiology. But I’ve had it all. I’ve taken loads of self evaluation tests both with : * the yeast connection, william crook http://www.yeastconnection.com/index.html * Ann Boroch’s ”candida cure”. This book is recommended!  * Dr Whiting’s self evaluation. candidaclinic.org. This page is also highly recommended. In my opinion, based in everything I’ve tried and experienced over the years, It’s a lot of misconception regarding this topic. First of all, many of the diets I see presented with people in this forum and other places are very difficult to follow. And they’re also very nutrient deficient. Secondly, candidiasis and candida starts in the gut – and It impairs gut absorption. So as you can see, it’s all downhill from here unless you start to fight back. And It’s not done overnight, but you’ll see results pretty quick If you are dilligent. Okay, anyways – based on what I’ve read throughout the years and experienced myself by trying out, this is what I’ve had best experience with. I’ll outline this in 8 simple points: 1. Avoid any type of quick sugars ( sugar, honey, molasses, syrup and so forth) . Don’t be so strict about rice, potatoes and these types of things. They still have some valuable nutrients in them. 2. Most people with candidiasis struggle with gluten, dairy or both. The best thing is to avoid both of them – but if thats difficult – avoid gluten 100% (wheat, barley, rye and oats) and avoid all types of milk. Cheese and butter is OK.  3. You Must supplement!! Even though malnutrition isn’t necessary the root cause ( most likely its overuse of steroids, birth control and antibiotics ) it will certainly make it worse. My recommendation is this: use a good multivitamin, extra vitamin C( 1-2 grams a day ), omega 3 (2 grams a day) and a colloidal liquid trace mineral complex ( i recommend TJ Clark, phonix nutritionals or Youngevity. ) AND, Always take your supplements with food. 4. In the case of candidiasis, malabsorption is a problem – because not only does candidiasis create low stomach acid in most people which impairs protein digestion – it also creates intestine problems which ecxarbates these problems further. Thats the reason why dairy and gluten often times is problematic for candida sufferers. I recommend taking a full spectrum digestive enzyme supplements, preferably something like Now Super enzymes, Doctors best Digestive enzymes, Houston Tri Enza or Twinlab Super Enzymes. Take 1-2 per meal , depending on severity of gastric problems. Try eating three full meals a day ( breakfast, lunch and dinner ) and avoid snacking in between.  5. Caffeine is a problem, because usually your adrenals are stressed out from the candidiasis. Avoid coffee, espresso and black tea. Green tea and white tea OK (caffeine contents much lower ). Do not drink after 3 in the afternoon, this will ruin or disturb your sleep. Herbal teas are also great. 6. The literature revolving candidiasis and hydrogen peroxide shows posistive results. Infact, Dr Whiting says candida is anaerobic in nature ( without oxygen ) so food grade hydrogen peroxide formulas will help. NB: Only use 35 % food grade hydrogen peroxide. I recommend Dr Whitings product ”Oxy aloe”. This will take out all candidiasis. You might need 2 flushes. One flush costs about 400-500 dollars. Read this at candidaclinic.org. He’s done loads of research on this. It will definitely be worth the money. 7. You must make sure you get enough Calcium and magnesium everyday , or else your sleep and insomnia will be worse. These minerals are very important. I recommend Youngevity’s OsteoFX powder. This is the best there is. Take with meals. 8. Relax and don’t stress. The results will come pretty fast with this program. It sounds extensive, but it is not really very difficult. A typical day will look like this: 1. Take 2 ounces Oxyaloe half an hour before breakfast – eat ex. 2-3 eggs with cooked vegetables,brown rice or potatoes. Gluten free oatmeal is also ok. Take the supplements with the meal ( multi, C, Omega 3 and liquid calcium) 2. Lunch : take 2 ounces oxyaloe half an hour before lunch. eat glutenfree, lactose and sugarfree. 3. Dinner: take 2 ounces oxyaloe half an hour before dinner. Glutenfree, lactose and sugarfree meal.(take C, omega 3 and liquid calcium with this). 4. Drink 1-2 cups of water/ herbal tea in between every meal. Get well soon!!"
7,BeccaJR,114,"Thank you NorwayDude and lolcandida for your responses. As far as the protein goes I also make baked goods with coconut flours, use a lot of high protein seeds like flax, chia and hemp and every other day I eat meats like chicken and every now and then beef (all meats are from our neighbour’s or from our own farm, hormone and antibiotic free). Eggs are a consistent protein in my diet, farm fresh from my own chickens. I don’t know what to say my typical diet is like, but it involves eggs in the morning with eggplant or coconut flour crackers, chicken or mixed veggies at lunch, and more vegetables at dinner. I mix in protein smoothies with coconut milk and mixed seeds or coconut yogurt with mixed seeds. I have tested all of these foods and none of them irritate me or exacerbate my symptoms. I am following those guidelines without some of the supplements since I have adverse reactions to most, however with my stomach being super sensitive from Celiac I haven’t eaten grains in over a year (been on the ACD for over 2 months now). I tried introducing in oatmeal but my belly got so bloated, it swelled up to the size of a pregnant belly. Thank you for the tips, I’ll see what else I might be able to introduce. I am already using regularly: aloe, magnesium citrate, liquid multi, raw adrenal, B-Complex, chlorella, electrolyte hydrator with added vitamin C, bitters tincture for my liver and colon support. I also integrate a lot of coconut oil, apple cider vinegar and cinnamon into my diet along with herbs like peppermint, oregano, cayenne, cloves etc. I’ve recently consulted a naturopathic doctor in my area and am waiting for test results for Lyme which was sent down to the States.(I am in Canada and I would have better results in getting efficient testing if I were a dog). I am having severe neurological symptoms which seem to be more than what just Candida would cause. Candida and Lyme do to go hand in hand, and I know I do have Candida, just need to make sure I have an appropriate diagnosis."
8,raster,114,One thing I would consider removing is the chlorella which is a chelator supplement…this can cause all sorts of problems too. I also would look into mercury toxicity and consider that someday too. You likely can’t handle it right now I am guessing. -raster
9,linulPA,114,"Hi, Becca, hope you feeling better, if you feeling worse on bentonine, it is strong chelating agent and pulls out not just candida toxins, but all other toxins including heavy metals and can make people very sick.. ask your dr to stop it, ask if you can use use very low dose capryl or Nystatin pills and increase dose gradually"
10,BeccaJR,114,"I removed chlorella from my regime and there was no change even after 1 1/2 weeks. I just found out I have Lyme disease, so I am following through with the Cowden protocol with the help of a naturopath since there are no Lyme-literate medical doctors in my province with only 3 Lyme literate doctors (mostly naturopaths) in all of Canada as recognized by the International Lyme Association. Ridiculous. Thank you for all of your help."
0,moldhater23,115,"So I just got off of a week of grapefruit seed extract, not my favorite taste, but manageable. I am now moving to a week of Oregano Oil and wow. I put six drops in a pint glass. And then had to split that up into three. It took me forever (I was 35 mins late for work!) Any suggestions or do I just have to muscle it down?"
1,raster,115,Drop it in your mouth and swallow it with some water… -raster
2,moldhater23,115,"So you’re suggesting go more shot style? That makes sense since the oil floats and wasn’t diluted really at all by adding it to water. Just gave me a lot more awful water to drink. I’ll give that a try, thanks!"
3,raster,115,Put it on a spoon and swallow it! It doesn’t taste good…I know! -raster
4,grmpyoman,115,"I’ve been taking oregano oil for years now.I started with putting it in a teaspoon with some juice and then swallowing it quick. Since then I’ve put it under my tongue 3,4,5,6 drops whatever, makes a little saliva with it, then keep it under your tongue. If you let it out let it starts burning. Then after a couple minutes, swallow it and follow with a drink."
5,impossible,115,"Its pretty corrosive if used like that over time. Bad for the teeth, esophagus, etc. Its best to put the drops in a capsule."
6,moldhater23,115,"Thanks all, I think I’ve got a method that is working for me. I putting the drops on top of half a shot of water. I found that putting the oil in first keeps it at the bottom and the little bit of water is enough to get it down quick. No burning. I typically drink a full glass of water slowly to follow."
7,Ruth,115,"impossible;54651 wrote: Its pretty corrosive if used like that over time. Bad for the teeth, esophagus, etc. Its best to put the drops in a capsule. Impossible, this is the method that I use. You cannot taste it when it is put in a capsule."
8,Floggi,115,"  Ruth, please be advised that user impossible has left the forum. You may address your questions to ThomasJoel2.  "
9,klips32,115,"just want to put in a warning against oil of oregano: It kills a lot of beneficial bacteria to, and is very hard on the mocusal membrane where it comes in contact. I personally regret taking GSE, oregano and raw garlic.."
10,jameskep,115,"I’m curious if anyone has felt better by doing oregano oil(long-term)? It just seems to be such a spicy and irritating oil that it would cause a lot of inflammation in the long run. I am too cautious of the essential oils taken internally that can cause burning or extreme irritation. Seems like these oils can cause a lot of GI inflammation as well. I would rather experiment with essential oils that are more mild on the gut. I found Lavender oil to be just as effective as oregano oil without all the GI irritation. Just a experiment though as the long term toxicity and effects on good bacteria has not been well researched yet. Also experimenting with myrrh oil and spearmint oil to see how they compare with oregano oil. Myrrh oil has eugenol and spearmint oil has farnesol which are both anti-fungal. **I noticed the essential oils to be more effective when they are mixed with olive oil/ high monounsaturated veggie oil. It seems to help sustain the activity better. Enteric-coated capsules are also available. Again, this is just an experimentation and can’t recommend them long term due to the unknown long term toxicity or possible side effects that it might have on good bacteria. Lavender oil: http://www.ncbi.nlm.nih.gov/pubmed/16178366"
11,kingbean,115,I took oregano for 2 for 2 days and just felt dreadful. Can I really be that sensitive!?!
12,jameskep,115,Its definitely possible especially if you have a sensitive gut or an already inflamed gut.
13,linulPA,115,"try oil of oregano capsules, worked very good for me, 1 3 times a day, but oil of oregano should not be used long term just like any other antibiotics or antifungals, it should be rotated after 4-6 weeks"
0,Wolfman,116,"Hi 6 months ago via Dr Hauss’s stool test, I was told I “have a high intestinal colonisation of candida albicans.” Symptons were small white sores around my anus (given cream), an unpleasant urgency to go to the toilet after eating but not quite diorhhea, and a frequent urinary tract burning sensation I guess is cystitis-like. I had no other obvious symptons, no white coat on tongue for example. The above test revealed :- Candida Albicans 10.5-10.6 HIGH (normal is 10.2) Candida spec – 10.2 (normal) Pathogen secretory aspartic protease – POSITIVE ( this being a a marker enzyme to assess if yeast is harmless) Geothictium spec – 10.2 (normal) Moulds – negative Yeast in mouth swab – 10.5-10.6 HIGH (normal is 10.2) Stool PH – 6.0 SLIGHTLY DECREASED (normal is 6.2 – 6.8) Over past 5 months I have been on a strict diet, taken many pro-biotics such as acidophilus, oregano, garlic, low sugar yogurt with active lactobifidus and acidophilus, and also been on Nystatin capsules. I do feel a lot better, not entirely sympton-free but much better, so I took a blood test via Cambridge Nutritional Services last week,and received these results:- Candida IgG 0.3U/ml (normal range is 0-30) Candida IgM 2.0U/ml (normal range is 0-10) So all looks very good, but I also read somewhere that intestinal candida might not show up on blood tests unless the bacteria has entered the blood stream. How accurate are blood tests for detecting Candida Albicans of the intestines?"
1,raster,116,Dvjorge recommends the delayed sensitivity test that you can do at home…candia5 is the website. This test looks at other characteristics he has wrote about recently in this test. http://www.thecandidadiet.com/forum/yaf_postst6671_Candia5-test-kit.aspx -raster
2,Wolfman,116,Many thanks Raster
3,linulPA,116,"I had very good stool test done my naturopath, which tests for candida DNA done by Genova laboratory, it is very accurate and specific to intestinal candida. It is called “gi effects”, you doctor(preferably naturopathic) can order the kit and you collect it and send out with payment, it is about 80$ for candida only or mycology profile "
0,AngelaL,117,"Just a small question – has anyone actually done the 7 day vegetable cleanse (with eggs also allowed) at the start of the LR diet – and lived to tell the tale? I need to start the diet soon – but I’m a little put off by this part, however I feel that I need to at least try it or I will feel that I’ve wasted my money."
1,joe,117,"yes it works really good, I won’t lie…it’s not easy but if you have Candida it’s necessary, after the first couple days you start to adjust. You wont be in your comfort zone but then again if your considering the diet you are already uncomfortable with what’s going on in your gut. Just remember and tell yourself your on the road to getting better and you will start to feel a lot better in a few days.But make sure you take a NAC supplement and molybdenum and selenium. because the die off will make you feel like your not getting anywhere. Try not to make the detox drink to strong like I did and have your heart beating out of control. I’m 40 days in and and lost 10 pounds of belly fat in 2 weeks and my stomach is so flat just like it should be.I haven’t had gas or bloating issues as long as I stay close to the diet. I cheat here and there but I can tell the diet really works if you stay on it. Lisa’s advice is solid and cuts right to the chase.  Good Luck"
2,TheChosenOne,117,Don’t forget to add some oil in your cleanse. Flax oil and hemp oil are excellent oils. Do not forget to support your liver.
3,AngelaL,117,"Hi – thanks for the advice (sorry not to have responded earlier as was having difficulty posting to the website). I’ve ordered the NAC supplement on the internet and it should arrive soon. I plan to take the day off on Friday and start the cleanse then, giving me four full days over the bank holiday weekend, so hopefully it will have arrived by then. I already take flaxseed oil as a supplement and will continue to do so throughout the cleanse and I plan also to include hemp seeds for the protein value. Do I need to take hemp oil as well? Also I take chia seeds and pumpkin seeds as part of my morning shake – do you know if these are allowed on the first part of the cleanse? I could not find anywhere that they were specifically forbidden …"
4,TheChosenOne,117,"AngelaL;57531 wrote: I already take flaxseed oil as a supplement and will continue to do so throughout the cleanse and I plan also to include hemp seeds for the protein value. Do I need to take hemp oil as well? Also I take chia seeds and pumpkin seeds as part of my morning shake – do you know if these are allowed on the first part of the cleanse? I could not find anywhere that they were specifically forbidden … Flaxseed oil is enough. Hemp seeds are a very good source of protein. Chia seeds are advised on a cleanse. Pumpkin seeds might contain mold, so I’m not sure about them."
5,AngelaL,117,"TheChosenOne;57533 wrote:I already take flaxseed oil as a supplement and will continue to do so throughout the cleanse and I plan also to include hemp seeds for the protein value. Do I need to take hemp oil as well? Also I take chia seeds and pumpkin seeds as part of my morning shake – do you know if these are allowed on the first part of the cleanse? I could not find anywhere that they were specifically forbidden … Flaxseed oil is enough. Hemp seeds are a very good source of protein. Chia seeds are advised on a cleanse. Pumpkin seeds might contain mold, so I’m not sure about them.  Thanks! Pumpkin seeds I can take or leave but I can’t do without my chia!"
6,joe,117,"Let us know how it goes and good luck! I feel much better after making it through the first couple weeks. I did a full 180 degree turn in my personality, my wife and work have noticed my attitude is great and I’m able to make jokes again. I was such an A-hole before but it wasn’t really in my control."
7,AngelaL,117,"Well I’m on the second day of my vegetable cleanse and feeling pretty lousy. I’m not feeling hungry or missing caffeine or sugar the problem is that I feel awful as if I’m getting the flu – I have swollen glands, earache and a sore throat. This happened to me before on a detox (where I was actually eating meat) and I think it’s because of the lack of carbohydrate. LR says in her book that cutting out carbohydrate can seriously weaken the immune system and I’m worried that this is what is happening. Has this happened to anyone and else and have they any ideas what I can do to prevent it? What non-starchy veg are high in carbohydrates? I’m sorry to say that I weakened and eat two packets of cheese and onion crisps but I have decided to ignore that an carry on – it could have been worse! It seems a shame to give up now as I have really psyched myself up to go the full seven days."
8,MadEmx,117,"Hi, I am starting the cleanse on Sunday. In preparation mode. COuld you be feeling lousy because of die-off? I don’t know if you can experience die-off without taking antifungals, but it could be that since you are starving the yeast of it’s favourite foods. Did you follow the cleanse from the website? I am wondering if you took all the recommended supplements. It’s a bit expensive for me to get all of them. What are you taking?"
9,AngelaL,117,"MadEmx;57743 wrote: Hi, I am starting the cleanse on Sunday. In preparation mode. COuld you be feeling lousy because of die-off? I don’t know if you can experience die-off without taking antifungals, but it could be that since you are starving the yeast of it’s favourite foods. Did you follow the cleanse from the website? I am wondering if you took all the recommended supplements. It’s a bit expensive for me to get all of them. What are you taking? Hi – thanks for replying. Yes i am taking a NAC supplement and it definitely wasn’t die off – I’ve experienced that before and it was totally different. I’ve now decided my problem was lack of carbohydrate and managed to alleviate it by increasing my intake of vegetables such as brocolli. Now I’m on the main part of the diet the symptoms have gone."
0,Vegan Catlady,118,"I wanted to start a thread for the people who have had experiences with testing. Did you find the test a scam,or helpful? Was the test conclusive,or a waste of time? What would you tell people spending money on different tests?"
1,Vegan Catlady,118,"My experience here is that I went to the hospital very dizzy (couldnt drive) and told the ER doc I thought I might be battling a fungal infection. He looked in my throat and said “dont see any candida there!”. They took tests and when I asked if they tested for candida ( I didnt know anything about candida at the time, I only just learned of it)all he said was “I didnt see anything that would tell me you have any of that” Asked my regular MD if she could test for it. She told me “there are no conclusive tests that she knows of”. Waited a month to see this guy that did blood analysis at a natural food store. He didnt show up for the days he was supposed to be there, and showed up on days he wasnt. Im glad now I didnt have it done. It costs 50$ I know now that with enough research, you can narrow-down how likely that what you have is candida overgrowth. He couldnt have told me anything I didnt figure out on my own."
2,Vegan Catlady,118,"http://www.thecandidadiet.com/testingforcandida.htm Blood Test An Anti-Candida Antibodies, or Candida Immune Complexes test. There are 3 antibodies that should be tested to measure your immune system’s response to Candida – IgG, IgA, and IgM. High levels of these antibodies indicate that an overgrowth of Candida is present. This is the most reliable test for Candidiasis that you can find. Stool Analysis Your stool is directly analyzed for levels of yeast, pathogenic bacteria and friendly bacteria. However Candida often does not show up in this test, so the blood test is more reliable. Urine Tartaric Acid Test This test detects tartaric acid – a waste product of Candida yeast overgrowth. An elevated test means an overgrowth of Candida. Again, this test can be unreliable so the blood test is more likely to give an accurate result."
3,ThomasJoel2,118,A stool analysis from a reputable lab like Metametrix is probably your best bet.
4,MadEmx,118,"Interesting. I have had the stool and blood test. The stool showed heavy to moderate bacterial growh and the blood test only measured IgG by the looks of it. Said elevated antibodies suggest fungal infection (some of it is cut off, I took a picture of it but can check once at home). I would like to track my progress and am wondering what the best test would be a few months down the road…"
5,Wolfman,118,"My stool test was positive for candida albicans but 5 months later IgG and IgM blood tests were negative. Maybe I have got rid of it in that time, but I hav eheard blood tests may not be able to pick up intestinal candida as the infection may not have entered the bloodstream. So I might be clear, I might not."
0,Klomps,119,"I’ve stopped probiotics temporarily due to a massive acne break out. It’s only my first day so it’s too early to tell if it’s helping.  I’ve always been constipated and always had hard pellet stools.  I’m now in my fourth week of the diet and finally have started going 2-3 times a day but the stools are still hard and pellety regardless of how much water I drink.  I do saline enemas on occasion to help clear my system and have noticed when I do them now, I can see the candida (mucus) in the stool. I only see it when I do an enema.  This makes me think I should be doing enemas everyday!  My question is how; is there such thing as too many enemas if I’m clearing out my candida.  Anyone have any idea why my stools have always been pellets?  I drink green juice, have a tablespoon of chia seeds and eat almonds, a green apple a day plus more vegy’s (all of which I’m not sensitive too) You help and advice would be greatly appreciated- I’m fairly new to this."
0,Klomps,120,"So I have been on the candida diet for 4 weeks now.  My skin has never been perfect, I always had some chin acne and flare up around my period but after getting candida my forehead broke out like crazy in all these tiny bumps- that NEVER seem to heal. My acne was looking a bit better a week or so ago but has just recently flared up again.  I don’t know why? I’m eating only anti inflammatory foods.  I did start taking my probiotic twice a day and have read that it can cause acne in some cases. The big problem is I’m getting married in a week. 7 days! I’m so excited.  Now being realistic I know my skin won’t be clear, but I want to try and calm it down. Experts this is where I need your help…  Should I stop my probiotic and stop all anti fungals for a week and hope trough just a high vegy/nut/water diet my skin calms down? Please help as soon as you can.  Thank you."
1,raster,120,"Its up to you but it likely would improve if you removed antifungals and probiotis. If you can do any kind of sweating such as going to a sauna, steam room, jacuzzi, hot springs, etc. this likely would improve you skin. Acupuncture should help you detox and improve your skin too… -raster"
2,Klomps,120,"raster;57700 wrote: Its up to you but it likely would improve if you removed antifungals and probiotis. If you can do any kind of sweating such as going to a sauna, steam room, jacuzzi, hot springs, etc. this likely would improve you skin. Acupuncture should help you detox and improve your skin too… -raster Thank you so much! I will try that!  Can’t do shauna but will do lots of epsom salt baths and hold the probiotics and antifungals for a week.  Thanks again."
0,420biker,121,"Ive been suffering with candida for 2 years now. Ive been treating the candida with the directions of the website for almost 6 months now, it helped quite a bit but never got rid of all of the candida, and anytime i would eat anything with the smallest amount of sugar i would get way worse. It seemed like i got to a point that there was no longer any die off so i needed to do something a little more extreme to starve off the fungus. antifungals werent giving me die off. I was still waking up every morning having to scrape the hell out of my tongue to get the white thrush off. I heard that fasting is very good for detoxing the body so i gave it a try. I had the soup broth while fasting, drank lots of water, and i took multivitamins, and supplements for my adrenal exaustion. Within 3-4 days there was no trace of candida at all, not even when i woke up the next morning. While fasting I also ingested and smoked about $400 worth of purified high grade hash oil i made myself, not sure if that is what helped cure me. When prepared this way, hash oil can cure any cancer in 3 months, even terminal cancers, so i think it might play a role in stopping fungus from spreading as well. Check out Rick Simpson’s run from the Cure: http://www.youtube.com/watch?v=0psJhQHk_GI The only reason marijuana is illegal is because it cures cancer way better than chemo, and they cant put a patent on it because its a herb. Also, another reason is because the FDA is run by the people who own the banks and pharmacuetical industry, and THC is a better alternative to over half of the pharma drugs. There is a lot of deception behind the miracle plant. I dont recommend this at all, but since i was cured I ate chicken slow cooked in tomatoes to celebrate, then ended up eating a bunch of chocolate chips and granola bars with sugar… still no candida the next day which is a miracle to me! I am now on another fast, this should get rid of the rest of the fungus toxins in my body, but if not i will just do it again. I lived in a house with black mold before my candida got really bad, and shortly after that i was diagnosed with food allergies … allergic to eggs, wheat, gluten, dairy, whenever i eat any of them my stomach swells up inside and usually bleeds. I am told the way the fast works is by cleaning toxins from your bloodstream, and every day you do a water fast it is equivilant to approximately one year of building up toxins in your blood. After doing the fast i felt much more relaxed and slept better than usual. I usually have dark circles under my eyes, those are now pretty much gone. I have much more mental clarity which is good because i have adhd from head injuries. I no longer get anxiety for no reason. I was diagnosed with adrenal exaustion by my naturopathic doctor and have been treating it with vitamins and licorice root for about the same amount of time i have been doing the candida cleanse… about 6 months. The fast has made quite a bit of progress on healing my adrenal glands as well. I take b complex, adrenal support, omega3 and 6, multivitamins and multiminerals, and melatonin that i get from my naturopathic doctor… they cost about $300 a month so hopefully i can stop taking them soon. I took all of them during the fast. 6 months ago when i did the test, i had stage 3 adrenal exaustion, which is the worst stage, and i am only 25. But i have had a series of stressful events and post traumatic stress disorder which caused my sleep cycle to be disrupted, plus the candida was probably attacking my adrenals as well. I suggest you guys check yourselves out on a self test for adrenal exaustion, i have heard that candida and adrenal fatique often go hand and hand. Symptoms are that you have a much harder time dealing with stress, and you never really feel awake in the morning, but at night time you are wide awake."
1,raster,121,Did you juice or eat anything else while fasting? How long has it been since your fast and what are you eating now regularly? This is very interesting except the hash part…I do not think this has anti-candida properties whatsoever and should make it worse lol. -raster
2,raster,121,"Also, on a side note, did you know that melatonin has side effects? It shouldn’t be taken long term because it can cause breast problems in women and it becomes ineffective in time. I take PS-100 aka Phosphatidylserine as an alternative and I recommend that you ask your naturopath about it because it has no side effects. It also boosts brain activity and makes you feel good in general. http://en.wikipedia.org/wiki/Phosphatidylserine -raster"
3,420biker,121,"Its been 2 days since the fast. Ate slow cooked chicken 2 days in a row but had a bunch of choclate on the 2nd day. Pretty much just did a water fast, except had the soup broth from this website 3x a day. Im starting a new fast starting this morning. Yeah melotonin probably isnt the best to take long term but i hardly need it now anyway… just gotta stick to my routine and not stay up late."
4,420biker,121,"Also all water i drink, i alkaline it before i drink it… you can buy these alkaline sticks that make your water the opposite of acidic, it helps keep you from getting too hungry and it helps keep fungus from spreading. Its $15 for the stick and its good for about 3 months, i got it at the naturopathic doc but anyone can buy them"
